Unique Specimen Number,Label Date,Site,Display Date,Station,Collection Method,Specimen Kind ,Order,Family,Genus,Subgenus,Species,Subspecies,Nr.,Label Name,Short label name,Sex,Vial Duplicates,Voucher Specimen,Questionable or Incomplete Identification,Broken Specimen,Entered by,Entered Date,NOTES,Count,18,Jgardner
1271,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1272,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1273,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1274,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1275,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1276,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1277,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1278,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1279,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1280,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1281,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1282,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1283,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1284,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1285,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1286,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1287,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1288,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1289,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1290,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1291,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1292,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1293,20150711,POS,11/Jul/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1294,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1295,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1296,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1297,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1298,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1299,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1300,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1301,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1302,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1303,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1304,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1305,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1306,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1307,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1308,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1309,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1310,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1311,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1312,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1313,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1314,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1315,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1316,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1317,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1318,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1319,20150808,POS,8/Aug/2015,POS1,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41332,,1,0,0
1320,20150510,POS,10/May/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1321,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1322,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1323,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1324,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1325,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1326,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1327,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1328,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1329,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1330,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1331,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1332,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1333,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1334,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1335,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1336,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1337,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1338,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1339,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1340,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1341,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1342,20150711,POS,11/Jul/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1343,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1344,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1345,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1346,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1347,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1348,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1349,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1350,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1351,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1352,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1353,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1354,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1355,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1356,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1357,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1358,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1359,20150808,POS,8/Aug/2015,POS2,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1360,20140817,POS,17/Aug/2014,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1361,20150419,POS,19/Apr/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1362,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1363,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1364,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1365,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1366,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1367,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1368,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1369,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1370,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1371,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1372,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1373,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1374,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1375,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1376,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1377,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1378,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1379,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1380,20150510,POS,10/May/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1381,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1382,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1383,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1384,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1385,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1386,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1387,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,overflow voucher 5/10/19,1,0,0
1388,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,overflow voucher 5/10/19,1,0,0
1389,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1390,20150620,POS,20/Jun/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1391,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,overflow voucher 5/10/19,1,0,0
1392,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1393,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1394,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1395,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1396,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1397,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1398,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1399,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1400,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1401,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1402,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1403,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1404,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1405,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1406,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1407,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1408,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1409,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1410,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1411,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1412,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1413,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
1414,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,Y,SAL,41335,,1,0,0
1415,20150711,POS,11/Jul/2015,POS3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,SAL,41335,,1,0,0
