Unique Specimen Number,Label Date,Site,Display Date,Station,Collection Method,Specimen Kind ,Order,Family,Genus,Subgenus,Species,Subspecies,Nr.,Label Name,Short label name,Sex,Vial Duplicates,Voucher Specimen,Questionable or Incomplete Identification,Broken Specimen,Entered by,Entered Date,NOTES,Count,18,Jgardner
5868,20180906,BPF,6/Sep/2018,BPF3,T,P,,,Bombus,Pyrobombus,melanopygus,,,Bombus (Pyrobombus) melanopygus,Bombus melanopygus,F,,,,,WRP,42007,Q,1,0,0
5869,20180906,BPF,6/Sep/2018,BPF3,T,P,,,Agapostemon,Agapostemon,texanus,,,Agapostemon (Agapostemon) texanus,Agapostemon texanus,F,,,,,WRP,42007,,1,0,0
5870,20180906,BPF,6/Sep/2018,BPF3,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,Y,,WRP,42007,,1,0,0
5871,20180906,BPF,6/Sep/2018,BPF3,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,,,,,WRP,42007,,1,0,0
5872,20180906,BPF,6/Sep/2018,BPF4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,M,,,,,WRP,42007,,1,0,0
5873,20180906,BPF,6/Sep/2018,BPF4,T,P,,,Megachile,Xanthosarus,perihirta,,,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,,,,,WRP,42007,,1,0,0
5874,20180906,BPF,6/Sep/2018,BPF4,T,P,,,Halictus,Seladonia,confusus,,,Halictus (Seladonia) confusus,Halictus confusus,F,,,,,WRP,42007,large?,1,0,0
5875,20180906,BPF,6/Sep/2018,BPF5,T,P,,,Halictus,Seladonia,confusus,,,Halictus (Seladonia) confusus,Halictus confusus,F,,,,,WRP,42007,,1,0,0
5876,20180906,BPF,6/Sep/2018,BPF5,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,Y,,WRP,42007,,1,0,0
5877,20180906,BPF,6/Sep/2018,BPF5,T,P,,,Sphecodes,,msp. BS0003,,,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,,,x,,WRP,42007,,1,0,0
5878,20180906,BPF,6/Sep/2018,BPF5,T,P,,,Lasioglossum,Hemihalictus,villosulum,,,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,,,,,WRP,42007,corrected from L. (Evylaeus) msp. BS0014 [EAS 20230427],1,0,0
5879,20180906,BPF,6/Sep/2018,BPF5,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42007,,1,0,0
5880,20180906,BPF,6/Sep/2018,BPF5,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,,,,,WRP,42007,,1,0,0
5881,20180906,BPF,6/Sep/2018,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42007,,1,0,0
5882,20180906,BPF,6/Sep/2018,BPF6,T,P,,,Megachile,Xanthosarus,perihirta,,,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,,,,,WRP,42007,,1,0,0
5883,20180906,BPF,6/Sep/2018,BPF6,T,P,,,Hoplitis,Alcidamea,producta,,,Hoplitis (Alcidamea) producta,Hoplitis producta,F,,,Y,,WRP,42007,Osmiini [BBSL 20190210]; [BBSL May2023],1,0,0
5884,20180906,BPF,6/Sep/2018,BPF6,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,,,,,WRP,42007,,1,0,0
5885,20180906,BPF,6/Sep/2018,BPF6,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,M,,,,,WRP,42007,,1,0,0
5886,20170816,POS,16/Aug/2017,POS6,N,P,,,Megachile,Xanthosarus,perihirta,,,Megachile (Xanthosarus) perihirta,Megachile perihirta,F,,,,,KMK,42042,"entered after provisional entries, unique number did on exist. 'ex.Cirsium' [BBSL 20190210], corrected from 'T' to 'H' [WRP 20190211], Corrected from M. latimanus, det. WRP w/ Terry Griswold 20190220 [WRP 20190221]",1,0,0
5887,20180526,POS,26/May/2018,POS9,N,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,WRP,42045,apparently entered after provisional entries [WRP 20190211],1,0,0
5888,20180526,POS,26/May/2018,POS9,N,P,,,Halictus,Seladonia,confusus,,,Halictus (Seladonia) confusus,Halictus confusus,F,,,,,WRP,42045,apparently entered after provisional entries [WRP 20190211],1,0,0
5889,20190331,BPF,30/Mar/2015,BPF1,T,P,,,Bombus,Pyrobombus,flavifrons,,,Bombus (Pyrobombus) flavifrons,Bombus flavifrons,F,,,,,WRP,42319,,1,0,0
5890,20190331,BPF,30/Mar/2015,BPF1,T,P,,,Halictus,Protohalictus,rubicundus,,,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,,,,,WRP,42319,,1,0,0
5891,20190331,BPF,30/Mar/2015,BPF1,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,"not L. cooleyi, per EAS; corrected from L. (Evylaeus) sp. [EAS 20230427]",1,0,0
5892,20190331,BPF,30/Mar/2015,BPF1,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,,1,0,0
5893,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,Y,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
5894,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,,,,,WRP,42319,,1,0,0
5895,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Ceratina,Zadontomerus,acantha,,Y,Ceratina (Zadontomerus) nr. acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5896,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Ceratina,Zadontomerus,acantha,,Y,Ceratina (Zadontomerus) nr. acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5897,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5898,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,Y,,,WRP,42319,"NOTE ""incompletum-like""; [WSU May2023]; det. JGardner [WRP 20230523]",1,0,1
5899,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224]; [WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5900,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5901,20190331,BPF,30/Mar/2015,BPF2,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,Y,,,WRP,42319,[WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5902,20190331,BPF,30/Mar/2015,BPF3,T,P,,,Osmia,Melanosmia,giliarum,,,Osmia (Melanosmia) giliarum,Osmia giliarum,M,,,,,WRP,42319,"""For verification, pinned, entered from pinned spec.""",1,0,0
5903,20190331,BPF,30/Mar/2015,BPF3,T,P,,,Lasioglossum,Hemihalictus,inconditum,,,Lasioglossum (Hemihalictus) inconditum,Lasioglossum inconditum,F,,,,,WRP,42319,"""For verification, pinned, entered from pinned spec.""  Corrected from msp. BS0014 [EAS 20211019], sent to Dr. Gibbs [WRP 20220222], corrected from L. (Evylaeus) sp., det J Gibbs [WRP 20230310]",1,0,0
5904,20190331,BPF,30/Mar/2015,BPF3,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,"""For verification, pinned, entered from pinned spec.""; corrected from L. (Dialictus) laevissimum [WRP 20230501]",1,0,0
5905,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Andrena,Thysandrena,candida,,,Andrena (Thysandrena) candida,Andrena candida,M,,,,,WRP,42319,"[BBSL Jan2023], corrected from Callandrena to A. (Thysandrena) candida, per H Ikerd [WRP 20230201]",1,0,0
5906,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Andrena,Thysandrena,candida,,,Andrena (Thysandrena) candida,Andrena candida,M,,,,,WRP,42319,"[BBSL Jan2023], corrected from Callandrena to A. (Thysandrena) candida, per H Ikerd [WRP 20230201]",1,0,0
5907,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Andrena,,sp.,,,Andrena sp.,Andrena sp.,M,,,,,WRP,42319,"[BBSL Jan2023] H Ikerd suggests (Thysandrena) w-scripta, but many characters differ, esp. terminalia. Ran it through LaBerge with little success. [WRP 20230206]",1,0,0
5908,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Andrena,Thysandrena,candida,,,Andrena (Thysandrena) candida,Andrena candida,M,,,,,WRP,42319,"[BBSL Jan2023], corrected from Callandrena to A. (Thysandrena) candida, per H Ikerd [WRP 20230201]",1,0,0
5909,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Osmia,Osmia,lignaria,,,Osmia (Osmia) lignaria,Osmia lignaria,F,,,,,WRP,42319,,1,0,0
5910,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Osmia,Osmia,lignaria,,,Osmia (Osmia) lignaria,Osmia lignaria,F,,,,,WRP,42319,,1,0,0
5911,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Osmia,Osmia,lignaria,,,Osmia (Osmia) lignaria,Osmia lignaria,M,,,,,WRP,42319,,1,0,0
5912,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Osmia,Osmia,lignaria,,,Osmia (Osmia) lignaria,Osmia lignaria,M,,,,,WRP,42319,,1,0,0
5913,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Osmia,Osmia,lignaria,,,Osmia (Osmia) lignaria,Osmia lignaria,M,,,,,WRP,42319,,1,0,0
5914,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Nomada,Nomada,msp. 2023C_CABS,,,Nomada (Nomada) msp. 2023C_CABS,Nomada msp. 2023C_CABS,F,,,,,WRP,42319,[BBSL Jan2023]; corrected from msp. 2023A [WRP 20240104],1,0,0
5915,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Nomada,,msp. 2023C_CABS,,,Nomada msp. 2023C_CABS,Nomada msp. 2023C_CABS,F,,,,,WRP,42319,corrected from msp. 2023A [WRP 20240104],1,0,0
5916,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Nomada,,msp. 2023C_CABS,,,Nomada msp. 2023C_CABS,Nomada msp. 2023C_CABS,F,,,,,WRP,42319,corrected from msp. 2023A [WRP 20240104],1,0,0
5917,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Nomada,,msp. 2023C_CABS,,,Nomada msp. 2023C_CABS,Nomada msp. 2023C_CABS,F,,,,,WRP,42319,corrected from msp. 2023A [WRP 20240104],1,0,0
5918,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Nomada,,msp. 2023C_CABS,,,Nomada msp. 2023C_CABS,Nomada msp. 2023C_CABS,F,,,,,WRP,42319,corrected from msp. 2023A [WRP 20240104],1,0,0
5919,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Nomada,,msp. 2023C_CABS,,,Nomada msp. 2023C_CABS,Nomada msp. 2023C_CABS,F,,,,,WRP,42319,corrected from msp. 2023A [WRP 20240104],1,0,0
5920,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Nomada,,msp. 2019B_CABS,,,Nomada msp. 2019B_CABS,Nomada msp. 2019B_CABS,M,,,,,WRP,42319,,1,0,0
5921,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
5922,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
5923,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Sphecodes,,msp. BS0003,,,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,,,x,,WRP,42319,corrected from msp. BS0004 [EAS 20211017],1,0,0
5924,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,msp. 1?,1,0,0
5925,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Lasioglossum,Dialictus,aff. tenax,,,Lasioglossum (Dialictus) aff. tenax,Lasioglossum aff. tenax,F,,,,,WRP,42319,msp. 1?; [WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5926,20190331,BPF,30/Mar/2015,BPF5,T,P,,,Halictus,Seladonia,tripartitus,,,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,,,,,WRP,42319,Corrected from L. (Dialictus) nr. msp. 1 [EAS 20230426],1,0,0
5927,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Andrena,Simandrena,angustitarsata,,,Andrena (Simandrena) angustitarsata,Andrena angustitarsata,F,,,,,WRP,42319,"corrected from M [WRP 20220918], corrected from A. astragali [det BBSL 20221020]",1,1,0
5928,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Andrena,Simandrena,angustitarsata,,,Andrena (Simandrena) angustitarsata,Andrena angustitarsata,F,,,,,WRP,42319,"corrected from M [WRP 20220918], corrected from A. astragali [det BBSL 20221020]",1,1,0
5929,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Andrena,Simandrena,angustitarsata,,,Andrena (Simandrena) angustitarsata,Andrena angustitarsata,M,,,,,WRP,42319,corrected from F [WRP 20230207],1,0,0
5930,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,,1,0,0
5931,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,[WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5932,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,Y,,,WRP,42319,"corrected from L. (Evylaeus) [EAS 20220224]; det JGardner [WRP 20231024], note per JGardner ""viridatum group cf. pacatum"", as he is uncertain of the status of our 'pacatum'",1,0,1
5933,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Lasioglossum,Dialictus,ruidosense,,,Lasioglossum (Dialictus) ruidosense,Lasioglossum ruidosense,F,,Y,,,WRP,42319,[WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5934,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Lasioglossum,Dialictus,aff. tenax,,,Lasioglossum (Dialictus) aff. tenax,Lasioglossum aff. tenax,F,,Y,,,WRP,42319,[WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5935,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Lasioglossum,Dialictus,aff. tenax,,,Lasioglossum (Dialictus) aff. tenax,Lasioglossum aff. tenax,F,,,,,WRP,42319,det JGardner [WRP 20231024],1,0,1
5936,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5937,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5938,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Osmia,Melanosmia,dolerosa,,Y,Osmia (Melanosmia) nr. dolerosa,Osmia dolerosa,M,,,,,WRP,42319,,1,0,0
5939,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Osmia,Osmia,lignaria,,,Osmia (Osmia) lignaria,Osmia lignaria,M,,,,,WRP,42319,,1,0,0
5940,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,Large,1,0,0
5941,20190331,BPF,30/Mar/2015,BPF6,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,Large,1,0,0
5942,20190331,BPF,30/Mar/2015,BPF7,T,P,,,Osmia,Osmia,lignaria,,,Osmia (Osmia) lignaria,Osmia lignaria,M,,,,,WRP,42319,,1,0,0
5943,20190331,BPF,30/Mar/2015,BPF8,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,"NOTE ""incompletum-like""",1,0,0
5944,20190331,BPF,30/Mar/2015,BPF8,T,P,,,Osmia,Melanosmia,proxima,,Y,Osmia (Melanosmia) nr. proxima,Osmia proxima,F,,,,,WRP,42319,det. nr. proxima [TGriswold 20221020],1,0,0
5945,20190331,POS,30/Mar/2015,POS1,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,Large; corrected from L. (Evylaeus) sp. [EAS 20230427],1,0,0
5946,20190331,POS,30/Mar/2015,POS1,T,P,,,Lasioglossum,Dialictus,laevissimum,,,Lasioglossum (Dialictus) laevissimum,Lasioglossum laevissimum,F,,Y,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224]; [WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5947,20190331,POS,30/Mar/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,"NOTE ""incompletum-like""",1,0,0
5948,20190331,POS,30/Mar/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,"NOTE ""incompletum-like""",1,0,0
5949,20190331,POS,30/Mar/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5950,20190331,POS,30/Mar/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5951,20190331,POS,30/Mar/2015,POS1,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5952,20190331,POS,30/Mar/2015,POS2,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018]; [WSU May2023]; det. JGardner [WRP 20230523],1,1,1
5953,20190331,POS,30/Mar/2015,POS5,T,P,,,Lasioglossum,Sphecodogastra,cooleyi,,Y,Lasioglossum (Sphecodogastra) nr. cooleyi,Lasioglossum cooleyi,F,,,,,WRP,42319,corrected from Lasioglossum s.s. [WRP 20211018],1,1,0
5954,20190331,POS,30/Mar/2015,POS5,T,P,,,Sphecodes,,msp. BS0060,,,Sphecodes msp. BS0060,Sphecodes msp. BS0060,F,,,x,,WRP,42319,"Exemplar msp. BS0060, corrected from msp. BS0001 [EAS 20240211]",1,0,0
5955,20190331,POS,30/Mar/2015,POS5,T,P,,,Nomada,Nomada,msp. 2019B_CABS,,,Nomada (Nomada) msp. 2019B_CABS,Nomada msp. 2019B_CABS,M,,,,,WRP,42319,[BBSL Jan2023],1,0,0
5956,20190331,POS,30/Mar/2015,POS5,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5957,20190331,POS,30/Mar/2015,POS5,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5958,20190331,POS,30/Mar/2015,POS5,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,corrected from L. (Evylaeus) [EAS 20220224]; [WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5959,20190331,POS,30/Mar/2015,POS6,T,P,,,Lasioglossum,Lasioglossum,pacificum,,,Lasioglossum (Lasioglossum) pacificum,Lasioglossum pacificum,F,,Y,,,WRP,42319,[WSU May2023]; det. JGardner [WRP 20230523],1,0,1
5960,20190331,POS,30/Mar/2015,POS6,T,P,,,Lasioglossum,Lasioglossum,pacificum,,,Lasioglossum (Lasioglossum) pacificum,Lasioglossum pacificum,F,,,,,WRP,42319,,1,0,0
5961,20190331,POS,30/Mar/2015,POS6,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5962,20190331,POS,30/Mar/2015,POS6,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,Y,,,WRP,42319,det JGardner [WRP 20231024],1,0,1
5963,20190331,POS,30/Mar/2015,POS6,T,P,,,Lasioglossum,Dialictus,aff. tenax,,,Lasioglossum (Dialictus) aff. tenax,Lasioglossum aff. tenax,F,,,,,WRP,42319,,1,0,0
5964,20190331,POS,30/Mar/2015,POS8,T,P,,,Andrena,Trachandrena,salicifloris,,y,Andrena (Trachandrena) nr. salicifloris,Andrena salicifloris,F,,,,,WRP,42319,"NOTE red tibial character ABSENT, corrected from A. hippotes [det BBSL 20221020]",1,0,0
5965,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,knereri,,,Lasioglossum (Dialictus) knereri,Lasioglossum knereri,F,,,,,WRP,42319,"corrected from L. (Evylaeus) [EAS 20220224]; note ""Large""; corrected from L. (Dialictus) nevadense [EAS 20230919]",1,0,0
5966,20190331,POS,30/Mar/2015,POS8,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5967,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5968,20190331,POS,30/Mar/2015,POS8,T,P,,,Sphecodes,,msp. BS0003,,,Sphecodes msp. BS0003,Sphecodes msp. BS0003,F,,,x,,WRP,42319,,1,0,0
5969,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5970,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5971,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5972,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,det JGardner [WRP 20231024],1,0,1
5973,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,nevadense,,,Lasioglossum (Dialictus) nevadense,Lasioglossum nevadense,F,,,,,WRP,42319,,1,0,0
5974,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,aff. tenax,,,Lasioglossum (Dialictus) aff. tenax,Lasioglossum aff. tenax,F,,Y,,,WRP,42319,det JGardner [WRP 20231024],1,0,1
5975,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Hemihalictus,villosulum,,,Lasioglossum (Hemihalictus) villosulum,Lasioglossum villosulum,F,,Y,,,WRP,42319,"[WSU May2023]; det. JGardner, corrected from L. (Dialictus) ruidosense [WRP 20230523]",1,0,1
5976,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,"Note ""Large""; corrected from L. (Dialictus) nevadense [EAS 20230919]",1,0,0
5977,20190331,POS,30/Mar/2015,POS8,T,P,,,Lasioglossum,Dialictus,pacatum,,,Lasioglossum (Dialictus) pacatum,Lasioglossum pacatum,F,,,,,WRP,42319,"Note ""Large""; corrected from L. (Dialictus) nevadense [EAS 20230919]",1,0,0
5978,20190331,POS,30/Mar/2015,POS8,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5979,20190331,POS,30/Mar/2015,POS12,T,P,,,Lasioglossum,Dialictus,incompletum,,,Lasioglossum (Dialictus) incompletum,Lasioglossum incompletum,F,,,,,WRP,42319,,1,0,0
5980,20190331,POS,30/Mar/2015,POS12,T,P,,,Osmia,Melanosmia,giliarum,,Y,Osmia (Melanosmia) nr. giliarum,Osmia giliarum,M,,,,,WRP,42319,corrected from F [EAS 20220226],1,0,0
5981,20190331,POS,30/Mar/2015,POS12,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5982,20190331,POS,30/Mar/2015,POS12,T,P,,,Ceratina,Zadontomerus,acantha,,,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,,,,,WRP,42319,,1,0,0
5983,20190331,POS,30/Mar/2015,POS21,T,P,,,Andrena,Melandrena,subaustralis,,,Andrena (Melandrena) subaustralis,Andrena subaustralis,M,,,,,WRP,42319,"Det. WRP 20220922, terminalia clear, [BBSL Jan2023]",1,0,0
5984,20190331,POS,30/Mar/2015,POS21,T,P,,,Lasioglossum,Lasioglossum,pacificum,,,Lasioglossum (Lasioglossum) pacificum,Lasioglossum pacificum,F,,,,,WRP,42319,,1,0,0
